,title,genres,overview,cast,crew,summary
30805,boogeyman 2,"['Horror', 'Thriller']","['A', 'young', 'woman', 'attempts', 'to', 'cure', 'her', 'phobia', 'of', 'the', 'boogeyman', 'by', 'checking', 'herself', 'into', 'a', 'mental', 'health', 'facility,', 'only', 'to', 'realize', 'too', 'little', 'too', 'late', 'that', 'she', 'is', 'now', 'helplessly', 'trapped', 'with', 'her', 'own', 'greatest', 'fear.']","['MichaelCutt', 'PaulKelleher', 'MelanieGraham', 'LynnEastman-Rossi', 'EugeneDow', 'DonHurst', 'TerryWilson', 'JoyAllen', 'BobCollins', 'JodyLazarus', 'RickFields', 'MichaelLang', 'ShannonCooper', 'RayJarris', 'WilliamF.Nugent']",['JamesC.Wasson'],"A young woman attempts to cure her phobia of the boogeyman by checking herself into a mental health facility, only to realize too little too late that she is now helplessly trapped with her own greatest fear. Horror Thriller MichaelCutt PaulKelleher MelanieGraham LynnEastman-Rossi EugeneDow DonHurst TerryWilson JoyAllen BobCollins JodyLazarus RickFields MichaelLang ShannonCooper RayJarris WilliamF.Nugent JamesC.Wasson"
30969,pokémon: arceus and the jewel of life,"['Animation', 'Family']","['The', 'Struggle', 'for', 'Time', 'and', 'Space', 'Begins', 'Again...!', 'The', 'legendary', 'Arceus.', 'Long', 'ago', 'Arceus', 'granted', 'a', 'fragment', 'of', 'its', 'awesome', 'power', 'as', 'the', 'Jewel', 'of', 'Life', 'to', 'help', 'Michina', 'in', 'the', ""town's"", 'hour', 'of', 'need', 'only', 'to', 'be', 'betrayed', 'when', 'it', 'was', 'time', 'for', 'that', 'power', 'to', 'be', 'returned.', 'After', 'so', 'many', 'years', 'Arceus', 'is', 'about', 'to', 'return', 'to', 'reclaim', 'its', 'power', '-', 'enraged', 'vengeful', 'and', 'seemingly', 'unstoppable.', 'Not', 'even', 'the', 'combined', 'might', 'of', 'Dialga,', 'Palkia', 'and', 'Giratina', 'can', 'stop', 'Arceus', 'from', 'devastating', 'all', 'existence', 'across', 'multiple', 'dimensions.', 'But', 'Ash', 'and', 'his', 'companions', 'joining', 'forces', 'with', 'their', 'new', 'friend', 'Sheena,', 'may', 'have', 'discovered', 'the', 'only', 'way', 'to', 'redeem', 'that', 'ancient', 'betrayal.', 'Their', 'journey', 'will', 'be', 'both', 'dangerous', 'and', 'uncertain:', 'even', 'if', 'Ash', 'and', 'his', 'friends', 'can', 'set', 'an', 'old', 'wrong', 'right', 'again', 'will', 'there', 'be', 'time', 'to', 'return', 'the', 'Jewel', 'of', 'Life', 'before', 'Arceus', 'destroys', 'everything', 'and', 'everyone', ""they've"", 'ever', 'known?']","['PintoColvig', 'WaltDisney', 'ClarenceNash']",['BenSharpsteen'],"The Struggle for Time and Space Begins Again...! The legendary Arceus. Long ago Arceus granted a fragment of its awesome power as the Jewel of Life to help Michina in the town's hour of need only to be betrayed when it was time for that power to be returned. After so many years Arceus is about to return to reclaim its power - enraged vengeful and seemingly unstoppable. Not even the combined might of Dialga, Palkia and Giratina can stop Arceus from devastating all existence across multiple dimensions. But Ash and his companions joining forces with their new friend Sheena, may have discovered the only way to redeem that ancient betrayal. Their journey will be both dangerous and uncertain: even if Ash and his friends can set an old wrong right again will there be time to return the Jewel of Life before Arceus destroys everything and everyone they've ever known? Animation Family PintoColvig WaltDisney ClarenceNash BenSharpsteen"
30970,pokémon: the rise of darkrai,"['Adventure', 'Animation', 'Family', 'Fantasy']","['Ash', 'and', 'friends', '(this', 'time', 'accompanied', 'by', 'newcomer', 'Dawn)', 'arrive', 'at', 'an', 'idyllic', 'village', 'on', 'their', 'way', 'to', 'their', 'next', 'Pokemon', 'contest,', 'where', 'chaos', 'will', 'soon', 'erupt', 'with', 'the', 'prophecy', 'of', 'two', 'Pokemon', 'Gods', '(Dialga', 'and', 'Palkia)', 'and', 'the', 'arrival', 'of', 'a', 'mysterious,', 'seemingly', 'deadly', 'Pokemon', 'named', 'Darkrai,', 'which', 'has', 'the', 'power', 'to', 'distort', 'space', 'and', 'time.']","['EdHelms', 'ChristinaApplegate', 'SkylerGisondo', 'SteeleStebbins', 'ChrisHemsworth', 'LeslieMann', 'ChevyChase', ""BeverlyD'Angelo"", 'CharlieDay', 'CatherineMissal', 'RonLivingston', 'NormanReedus', 'ElizabethGillies', 'Keegan-MichaelKey', 'ReginaHall', 'MilesDoleac', 'NadineAvola', 'BrandonMichaelHale', 'NickKroll', 'TimHeidecker', 'KaitlinOlson', 'MichaelPeña', 'ColinHanks', 'EmyriCrutchfield', 'AlkoyaBrunson', 'HannahDavis', 'DavidClennon', 'KirstinFord', 'EthanMaher', 'CristinaSquyres', 'RyanCartwright', 'ValeriePayton', ""O'ClairAlexander"", 'HollyGardner', 'R.F.Daley', 'ElizabethFendrick', 'MichaelH.Cole', 'BrookeJayeTaylor', 'MatthewCornwell', 'JohnFrancisDaley', 'LibbyBlanton', 'RickEricson', 'OmarLagudali', 'CameronMcIntyre', 'HunterDenoyelles']","['JohnFrancisDaley', 'JonathanM.Goldstein']","Ash and friends (this time accompanied by newcomer Dawn) arrive at an idyllic village on their way to their next Pokemon contest, where chaos will soon erupt with the prophecy of two Pokemon Gods (Dialga and Palkia) and the arrival of a mysterious, seemingly deadly Pokemon named Darkrai, which has the power to distort space and time. Adventure Animation Family Fantasy EdHelms ChristinaApplegate SkylerGisondo SteeleStebbins ChrisHemsworth LeslieMann ChevyChase BeverlyD'Angelo CharlieDay CatherineMissal RonLivingston NormanReedus ElizabethGillies Keegan-MichaelKey ReginaHall MilesDoleac NadineAvola BrandonMichaelHale NickKroll TimHeidecker KaitlinOlson MichaelPeña ColinHanks EmyriCrutchfield AlkoyaBrunson HannahDavis DavidClennon KirstinFord EthanMaher CristinaSquyres RyanCartwright ValeriePayton O'ClairAlexander HollyGardner R.F.Daley ElizabethFendrick MichaelH.Cole BrookeJayeTaylor MatthewCornwell JohnFrancisDaley LibbyBlanton RickEricson OmarLagudali CameronMcIntyre HunterDenoyelles JohnFrancisDaley JonathanM.Goldstein"
31072,batman v superman: dawn of justice,"['Action', 'Adventure', 'Fantasy']","['Fearing', 'the', 'actions', 'of', 'a', 'god-like', 'Super', 'Hero', 'left', 'unchecked,', 'Gotham', 'City’s', 'own', 'formidable,', 'forceful', 'vigilante', 'takes', 'on', 'Metropolis’s', 'most', 'revered,', 'modern-day', 'savior,', 'while', 'the', 'world', 'wrestles', 'with', 'what', 'sort', 'of', 'hero', 'it', 'really', 'needs.', 'And', 'with', 'Batman', 'and', 'Superman', 'at', 'war', 'with', 'one', 'another,', 'a', 'new', 'threat', 'quickly', 'arises,', 'putting', 'mankind', 'in', 'greater', 'danger', 'than', 'it’s', 'ever', 'known', 'before.']","['HiroshiKawaguchi', 'KeizôKawasaki', 'AyakoWakao', 'YosukeIrie', 'MasayoshiUmewaka', 'MasayaTsukida', 'SeijiMiyaguchi', 'TerukoKishi', 'NobuoNakamura', 'KôichiItô', 'OsamuMaruyama', 'NobuoMinamitaka', 'ShizuoChûjô']",['KonIchikawa'],"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before. Action Adventure Fantasy HiroshiKawaguchi KeizôKawasaki AyakoWakao YosukeIrie MasayoshiUmewaka MasayaTsukida SeijiMiyaguchi TerukoKishi NobuoNakamura KôichiItô OsamuMaruyama NobuoMinamitaka ShizuoChûjô KonIchikawa"
31281,blue lagoon: the awakening,"['Drama', 'Adventure', 'Romance']","['Two', 'high', 'school', 'students', 'become', 'stranded', 'on', 'a', 'tropical', 'island', 'and', 'must', 'rely', 'on', 'each', 'other', 'for', 'survival.', 'They', 'learn', 'more', 'about', 'themselves', 'and', 'each', 'other', 'while', 'falling', 'in', 'love.']","['DerekRydall', 'KariWhitman', 'RobEstes', 'PaulyShore', 'MorganFairchild', 'KenForee', 'KellyRutherford', 'JonathanGoldsmith', 'KimberSissons', 'GregoryScottCummins', 'TomFridley', 'JohnWalterDavis', 'BrinkeStevens']",['RichardFriedman'],Two high school students become stranded on a tropical island and must rely on each other for survival. They learn more about themselves and each other while falling in love. Drama Adventure Romance DerekRydall KariWhitman RobEstes PaulyShore MorganFairchild KenForee KellyRutherford JonathanGoldsmith KimberSissons GregoryScottCummins TomFridley JohnWalterDavis BrinkeStevens RichardFriedman
31680,joe dirt 2: beautiful loser,['Comedy'],"['When', 'happy', 'family', 'man', 'Joe', 'Dirt', 'finds', 'himself', 'transported', 'to', 'the', 'recent', 'past,', 'he', 'begins', 'an', 'epic', 'journey', 'to', 'get', 'back', 'to', 'his', 'loved', 'ones', 'in', 'the', 'present.']","['StanIvar', 'WendySchaal', 'LymanWard', 'KlausKinski', 'AnnetteMcCarthy', 'MarieLaurin', 'RobertJaffe', 'DianeSalinger']",['WilliamMalone'],"When happy family man Joe Dirt finds himself transported to the recent past, he begins an epic journey to get back to his loved ones in the present. Comedy StanIvar WendySchaal LymanWard KlausKinski AnnetteMcCarthy MarieLaurin RobertJaffe DianeSalinger WilliamMalone"
31852,leviathan: the story of hellraiser and hellbound: hellraiser ii,"['Horror', 'Documentary']","['Leviathan:', 'The', 'Story', 'of', 'Hellraiser', 'and', 'Hellbound:', 'Hellraiser', 'II', 'is', 'a', 'feature', 'length', 'documentary', 'uncovering', 'the', 'history', 'and', 'the', 'making', 'of', 'Clive', ""Barker's"", 'Hellraiser', 'and', 'Hellbound:', 'Hellraiser', 'II', 'films.']","['LanceHenriksen', 'MykeltiWilliamson', 'MatthewCarey', 'SunkrishBala', 'BreshaWebb', 'EddiePerez', 'GarySievers', 'TancSade', 'LindseySmith-Sands', 'ValMorrison', 'MattDoherty']",['CraigEfros'],Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II is a feature length documentary uncovering the history and the making of Clive Barker's Hellraiser and Hellbound: Hellraiser II films. Horror Documentary LanceHenriksen MykeltiWilliamson MatthewCarey SunkrishBala BreshaWebb EddiePerez GarySievers TancSade LindseySmith-Sands ValMorrison MattDoherty CraigEfros
32166,pokémon: giratina and the sky warrior,"['Adventure', 'Animation', 'Family']","['The', 'film', 'opens', 'with', 'Shaymin', 'as', 'Dialga', 'appears.', 'Then,', 'in', 'the', 'Reverse', 'or', 'Distortion', 'World', 'Giratina', 'senses', ""Dialga's"", 'presence,', 'and', 'flies', 'up', 'to', 'the', 'Real', 'World', 'to', 'capture', 'him.', 'Dialga', 'drinks,', 'just', 'as', ""Giratina's"", 'portal', 'opens', 'up.', 'Giratina', 'then', 'drags', 'Dialga', 'into', 'the', 'Reverse', 'World.', 'Shaymin', 'is', 'also', 'catapulted', 'into', 'the', 'Reverse', 'World.', 'As', 'Dialga', 'and', 'Giratina', 'fight,', 'Zero', 'observes', 'the', 'battle', 'in', 'his', 'ship.', 'Shaymin', 'absorbs', 'a', 'dark', 'gas', 'and', 'uses', '""Seed', 'Flare,""', 'tearing', 'a', 'hole', 'in', 'the', 'Reverse', 'World', 'and', 'escaping.', 'Dialga', 'fires', 'a', 'laser', 'at', 'Giratina,', 'enveloping', 'her', 'in', 'a', 'time', 'loop', 'and', 'trapping', 'her', 'in', 'the', 'Reverse', 'World.', 'As', 'Dialga', 'escapes,', 'Shaymin', 'falls', 'into', 'a', 'river.']",['WendellB.HarrisJr.'],['WendellB.Harris'],"The film opens with Shaymin as Dialga appears. Then, in the Reverse or Distortion World Giratina senses Dialga's presence, and flies up to the Real World to capture him. Dialga drinks, just as Giratina's portal opens up. Giratina then drags Dialga into the Reverse World. Shaymin is also catapulted into the Reverse World. As Dialga and Giratina fight, Zero observes the battle in his ship. Shaymin absorbs a dark gas and uses ""Seed Flare,"" tearing a hole in the Reverse World and escaping. Dialga fires a laser at Giratina, enveloping her in a time loop and trapping her in the Reverse World. As Dialga escapes, Shaymin falls into a river. Adventure Animation Family WendellB.HarrisJr. WendellB.Harris"
32307,sinister 2,['Horror'],"['A', 'young', 'mother', 'and', 'her', 'twin', 'sons', 'move', 'into', 'a', 'rural', 'house', ""that's"", 'marked', 'for', 'death.']","['LindaBlair', 'JeromeEhlers', 'KevinJohnson', 'StephenLeeder', 'JoeBugner', 'CazLederman']",['VincentMonton'],A young mother and her twin sons move into a rural house that's marked for death. Horror LindaBlair JeromeEhlers KevinJohnson StephenLeeder JoeBugner CazLederman VincentMonton
32368,curious george 2: follow that monkey!,"['Animation', 'Family']","['The', 'film', 'chronicles', ""George's"", 'adventures', 'as', 'he', 'befriends', 'Kayla,', 'a', 'baby', 'elephant,', 'at', 'a', 'magic', 'circus', 'show', 'and', 'helps', 'her', 'travel', 'across', 'the', 'country', 'to', 'be', 'reunited', 'with', 'her', 'family.Accompanied', 'by', 'his', 'friend,', 'the', 'Man', 'with', 'the', 'Yellow', 'Hat,', 'George', 'travels', 'by', 'foot,', 'train,', 'and', 'truck', 'to', 'reach', ""Kayla's"", 'brother', 'and', 'sister', 'in', 'California,', 'only', 'to', 'be', 'accused', 'of', 'elephant-napping', 'and', 'brought', 'all', 'the', 'way', 'back', 'to', 'New', 'York.']","['JonathanEmerson', 'NicholasCascone', 'JasonTomlins', 'ChristopherBurgard', 'GlennMorshower', 'SonnyCarlDavis']",['PatrickSheaneDuncan'],"The film chronicles George's adventures as he befriends Kayla, a baby elephant, at a magic circus show and helps her travel across the country to be reunited with her family.Accompanied by his friend, the Man with the Yellow Hat, George travels by foot, train, and truck to reach Kayla's brother and sister in California, only to be accused of elephant-napping and brought all the way back to New York. Animation Family JonathanEmerson NicholasCascone JasonTomlins ChristopherBurgard GlennMorshower SonnyCarlDavis PatrickSheaneDuncan"
32484,library wars,"['Romance', 'Action', 'Fantasy']","['Set', 'in', 'the', 'year', '2019', 'in', 'Japan.', 'In', 'order', 'to', 'crack', 'down', 'on', 'free', 'expression,', 'a', 'new', 'law', 'is', 'passed,', 'which', 'allows', 'for', 'the', 'government', 'to', 'create', 'an', 'armed', 'force', 'to', 'find', 'and', 'destroy', 'objectionable', 'printed', 'material.', 'Meanwhile,', 'to', 'oppose', 'this', 'oppressive', 'crackdown,', 'the', 'Library', 'Force', 'is', 'created.', 'The', 'Library', 'force,', 'including', 'instructor', 'Atsushi', 'Dojo', 'and', 'Iku', 'Kasahara,', 'work', 'to', 'protect', 'the', 'libraries.', 'A', 'fierce', 'battle', 'then', 'ensues', 'between', 'these', 'two', 'groups.']","['KateBosworth', 'WesBentley', 'ShashawneeHall', 'RichardRiehle', 'PatrickBauchau', 'OliviaRoseKeegan']",['MichaelPolish'],"Set in the year 2019 in Japan. In order to crack down on free expression, a new law is passed, which allows for the government to create an armed force to find and destroy objectionable printed material. Meanwhile, to oppose this oppressive crackdown, the Library Force is created. The Library force, including instructor Atsushi Dojo and Iku Kasahara, work to protect the libraries. A fierce battle then ensues between these two groups. Romance Action Fantasy KateBosworth WesBentley ShashawneeHall RichardRiehle PatrickBauchau OliviaRoseKeegan MichaelPolish"
32659,the hunchback of notre dame ii,"['Adventure', 'Animation', 'Family', 'Romance']","['Now', 'that', 'Frollo', 'is', 'gone,', 'Quasimodo', 'rings', 'the', 'bell', 'with', 'the', 'help', 'of', 'his', 'new', 'friend', 'and', ""Esmeralda's"", 'and', ""Phoebus'"", 'little', 'son,', 'Zephyr.', 'But', 'when', 'Quasi', 'stops', 'by', 'a', 'traveling', 'circus', 'owned', 'by', 'evil', 'magician', 'Sarousch,', 'he', 'falls', 'for', 'Madellaine,', ""Sarouch's"", 'assistant.']","['IsarcoRavaioli', 'MirellaRossi', 'DinoStrano', 'BradEuston', 'FrancaGrey', 'AntonioMaronese', 'IvanaGiordan', 'LucianoConti', 'GiorgioDolfin', 'GotaGobert', 'MarcelloBoniniOlas', 'AnnaArdizzone', 'MariaTeresaBaldoni', 'DanieleGabbai', 'MaurizioMannoia', 'LucianoGiovannini', 'BartolomeoArrabito', 'SergioRovelli', 'CarlaMancini', 'GianniOttaviani']",['RenatoPolselli'],"Now that Frollo is gone, Quasimodo rings the bell with the help of his new friend and Esmeralda's and Phoebus' little son, Zephyr. But when Quasi stops by a traveling circus owned by evil magician Sarousch, he falls for Madellaine, Sarouch's assistant. Adventure Animation Family Romance IsarcoRavaioli MirellaRossi DinoStrano BradEuston FrancaGrey AntonioMaronese IvanaGiordan LucianoConti GiorgioDolfin GotaGobert MarcelloBoniniOlas AnnaArdizzone MariaTeresaBaldoni DanieleGabbai MaurizioMannoia LucianoGiovannini BartolomeoArrabito SergioRovelli CarlaMancini GianniOttaviani RenatoPolselli"
32660,hk: forbidden super hero,"['Action', 'Comedy']","['High', 'school', 'student', 'Kyosuke', 'Shikijo', 'is', 'the', 'most', 'talented', 'member', 'of', 'the', ""school's"", 'martial', 'arts', 'of', 'the', 'fist', 'club.', 'His', 'late', 'father', 'was', 'detective', 'and', 'Kyosuke', 'share', 'his', ""father's"", 'strong', 'sense', 'of', 'justice.', 'Kyosuke', 'also', 'has', 'a', 'secret.', 'Kyosuke', 'likes', 'to', 'wear', 'female', 'underwear', 'and', 'transforms', 'himself', 'into', 'the', 'alter', 'ego', '""Hentai', 'Kamen,""', 'wearing', 'female', 'underwear', 'and', 'gaining', 'superhuman', 'powers.', 'This', 'unusual', 'interest', 'also', 'comes', 'from', 'his', 'parents,', 'with', 'his', 'father', 'a', 'masochist', 'and', 'his', 'mother', 'a', 'sadist.', 'By', 'chance,', 'Kyosuke', 'gets', 'the', 'underwear', 'of', 'female', 'high', 'school', 'student', 'Aiko', 'Himeno.', 'With', 'her', 'underwear,', 'he', 'gains', 'various', 'pervert', 'techniques', 'and', 'attempts', 'to', 'protect', 'Aiko', 'from', 'a', 'dirty', 'and', 'heinous', 'teacher.']","['ClarkTerry', 'JustinKauflin']",['AlanHicks'],"High school student Kyosuke Shikijo is the most talented member of the school's martial arts of the fist club. His late father was detective and Kyosuke share his father's strong sense of justice. Kyosuke also has a secret. Kyosuke likes to wear female underwear and transforms himself into the alter ego ""Hentai Kamen,"" wearing female underwear and gaining superhuman powers. This unusual interest also comes from his parents, with his father a masochist and his mother a sadist. By chance, Kyosuke gets the underwear of female high school student Aiko Himeno. With her underwear, he gains various pervert techniques and attempts to protect Aiko from a dirty and heinous teacher. Action Comedy ClarkTerry JustinKauflin AlanHicks"
32823,the rise of the krays,['Crime'],"['Follows', 'the', 'early', 'years', 'of', 'two', 'unknown', '18', 'year', 'old', 'amateur', 'boxers', 'who', 'quickly', 'fought', 'their', 'way', 'to', 'becoming', 'the', 'most', 'feared', 'and', 'respected', 'villains', 'in', 'all', 'of', 'London.', 'Told', 'through', 'the', 'eyes', 'of', 'a', 'close', 'friend', 'that', 'survived', 'them,', 'we', 'see', 'them', 'rise', 'to', 'infamy', 'through', 'drugs,', 'sex', 'and', 'murder.']","['IdrisElba', 'OpeyemiFagbohungbe', 'AbrahamAttah', 'RichardPepple', 'AmaK.Abebrese', 'KobinaAmissah-Sam', 'EmmanuelAffadzi', 'JohnArthur', 'KurtEgyiawan', 'JudeAkuwudike', 'RickyAdelayitor', 'ErnestAbbeyquaye', 'NanaMensah', 'AndrewAdote', 'FrancisWeddey', 'FredNiiAmugi', 'GraceNortey', 'EmmaryBrown', 'NataliahAndoh']",['CaryFukunaga'],"Follows the early years of two unknown 18 year old amateur boxers who quickly fought their way to becoming the most feared and respected villains in all of London. Told through the eyes of a close friend that survived them, we see them rise to infamy through drugs, sex and murder. Crime IdrisElba OpeyemiFagbohungbe AbrahamAttah RichardPepple AmaK.Abebrese KobinaAmissah-Sam EmmanuelAffadzi JohnArthur KurtEgyiawan JudeAkuwudike RickyAdelayitor ErnestAbbeyquaye NanaMensah AndrewAdote FrancisWeddey FredNiiAmugi GraceNortey EmmaryBrown NataliahAndoh CaryFukunaga"
32835,pokémon: zoroark: master of illusions,"['Adventure', 'Animation', 'Family']","['The', 'thirteenth', 'film', 'overall', 'for', 'the', 'long-running', 'series', 'and', 'the', 'fourth', 'movie', 'in', 'the', 'Diamond', 'and', 'Pearl', 'story', 'arc,', 'it', 'includes', 'an', 'upcoming', 'creature', 'from', 'Pokémon', 'Black', '&amp;', 'White,', 'named', 'Zoroark,', 'as', 'the', 'main', 'character', '(as', 'well', 'as', 'its', 'pre-evolved', 'form,', 'Zorua).', 'In', 'the', 'movie,', 'Celebi', 'travels', 'to', 'the', 'past', 'to', 'prevent', 'a', 'battle', 'between', 'Raikou,', 'Entei,', 'and', 'Suicune', 'after', 'seeing', 'the', 'future', 'battle', 'in', 'a', 'vision.', 'Meanwhile,', 'Ash,', 'Brock', 'and', 'Dawn', 'make', 'it', 'to', 'Crown', 'City', 'to', 'attend', 'the', 'annual', 'Pokémon', 'Baccer', 'World', 'Cup', 'where', 'they', 'have', 'an', 'encounter', 'with', 'Zorua,', 'who', 'has', 'lost', 'his', 'companion.', 'The', 'town', 'is', 'then', 'attacked', 'by', 'the', 'Legendary', 'Pokémon', 'Raikou,', 'Entei,', 'and', 'Suicune...', 'who', 'are', 'revealed', 'to', 'actually', 'be', 'Zoroark.', 'It', 'is', 'then', 'up', 'to', 'Celebi', 'to', 'appear', 'from', 'the', 'future', 'and', 'help', 'the', 'trio', 'stop', 'the', 'rampaging', 'Pokémon.']","['KevinLeslie', 'SimonCotton', 'PhilDunster', 'DannyMidwinter', 'DanParr', 'AlexaMorden', 'PhilipPrajoux', 'GeorgNikoloff', 'HelenMillar', 'JamesHepburn', 'RichardGoss', 'MariolaJaworska', 'NicolaStapleton']",['ZackaryAdler'],"The thirteenth film overall for the long-running series and the fourth movie in the Diamond and Pearl story arc, it includes an upcoming creature from Pokémon Black &amp; White, named Zoroark, as the main character (as well as its pre-evolved form, Zorua). In the movie, Celebi travels to the past to prevent a battle between Raikou, Entei, and Suicune after seeing the future battle in a vision. Meanwhile, Ash, Brock and Dawn make it to Crown City to attend the annual Pokémon Baccer World Cup where they have an encounter with Zorua, who has lost his companion. The town is then attacked by the Legendary Pokémon Raikou, Entei, and Suicune... who are revealed to actually be Zoroark. It is then up to Celebi to appear from the future and help the trio stop the rampaging Pokémon. Adventure Animation Family KevinLeslie SimonCotton PhilDunster DannyMidwinter DanParr AlexaMorden PhilipPrajoux GeorgNikoloff HelenMillar JamesHepburn RichardGoss MariolaJaworska NicolaStapleton ZackaryAdler"
32849,pokémon the movie: hoopa and the clash of ages,"['Adventure', 'Animation', 'Action']","['Ash,', 'Pikachu,', 'and', 'their', 'friends', 'come', 'to', 'a', 'desert', 'city', 'by', 'the', 'sea.', 'Here', 'they', 'meet', 'the', 'Mythical', 'Pokémon', 'Hoopa,', 'which', 'has', 'the', 'ability', 'to', 'summon', 'things—including', 'people', 'and', 'Pokémon—through', 'its', 'magic', 'rings.', 'After', 'a', 'scary', 'incident,', 'they', 'learn', 'of', 'a', 'story', 'about', 'a', 'brave', 'hero', 'who', 'stopped', 'the', 'rampage', 'of', 'a', 'terrifying', 'Pokémon', 'long', 'ago.', 'Now,', 'the', 'threat', 'that', 'has', 'been', 'bottled', 'up', 'for', 'years', 'is', 'in', 'danger', 'of', 'breaking', 'loose', 'again.']","['ConradAnker', 'GraceChin', 'JimmyChin', 'AmeeHinkley']","['ElizabethChaiVasarhelyi', 'JimmyChin']","Ash, Pikachu, and their friends come to a desert city by the sea. Here they meet the Mythical Pokémon Hoopa, which has the ability to summon things—including people and Pokémon—through its magic rings. After a scary incident, they learn of a story about a brave hero who stopped the rampage of a terrifying Pokémon long ago. Now, the threat that has been bottled up for years is in danger of breaking loose again. Adventure Animation Action ConradAnker GraceChin JimmyChin AmeeHinkley ElizabethChaiVasarhelyi JimmyChin"
32871,the transporter refueled,"['Thriller', 'Action', 'Crime']","['The', 'fast-paced', 'action', 'movie', 'is', 'again', 'set', 'in', 'the', 'criminal', 'underworld', 'in', 'France,', 'where', 'Frank', 'Martin', 'is', 'known', 'as', 'The', 'Transporter,', 'because', 'he', 'is', 'the', 'best', 'driver', 'and', 'mercenary', 'money', 'can', 'buy.', 'In', 'this', 'installment,', 'he', 'meets', 'Anna', 'and', 'they', 'attempt', 'to', 'take', 'down', 'a', 'group', 'of', 'ruthless', 'Russian', 'human', 'traffickers', 'who', 'also', 'have', 'kidnapped', 'Frank’s', 'father.']","['JakubGierszał', 'MagdalenaBerus', 'ÁngelaMolina', 'AndrzejChyra', 'JoannaKulig', 'JuanJoséBallesta']",['JacekBorcuch'],"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father. Thriller Action Crime JakubGierszał MagdalenaBerus ÁngelaMolina AndrzejChyra JoannaKulig JuanJoséBallesta JacekBorcuch"
32886,la vérité si je mens ! 3,['Comedy'],"['Eddie,', 'Dov,', 'Yvan', 'et', 'les', 'autres…', 'Nos', 'chaleureux', 'amis', 'ont', 'migré', 'du', 'Sentier', 'moribond', 'à', 'la', 'banlieue', 'florissante', 'd’Aubervilliers…', 'Là', 'où', 'les', 'vieux', 'entrepreneurs', 'juifs', 'ont', 'laissé', 'le', 'terrain', 'à', 'de', 'jeunes', 'grossistes', 'chinois', 'courageux', 'et', 'dynamiques…', 'La', 'petite', 'bande', 'est', 'toujours', 'aussi', 'soudée,', 'solidaire', 'que', 'lors', 'des', 'épisodes', 'précédents,', 'et', 'la', 'vie', 'suit', 'son', 'cours,', 'au', 'gré', 'des', 'petits', 'évènements', 'familiaux', 'et', 'des', 'affaires.', 'Dov', 'semble', 'toujours', 'frivole,', 'Eddie', 'entreprenant,', 'Yvan', 'transi,', 'Karine', 'désinvolte,', 'Sandra', 'résolue,', 'Chochana', 'naïve,', 'Serge', 'irresponsable', 'et', 'mythomane.', 'Quant', 'à', 'Patrick,', 'il', 'est', 'amoureux', 'et', 'l’heureuse', 'élue', 'est', 'loin', 'd’être', 'facile', 'd’accès.', 'Tout', 'irait', 'pour', 'le', 'mieux', 'jusqu’à', 'ce', 'qu’un', 'vent', 'mauvais', 'apporte', 'son', 'lot', 'd’adversité', 'compromettant', 'sérieusement', 'la', 'cohésion', 'du', 'groupe.', 'Succomberont-ils', 'sous', 'l’orage', 'à', 'la', 'zizanie,', 'ou', 'bien,', 'une', 'fois', 'de', 'plus,', 'à', 'force', 'd’entraide,', 'de', 'ruses', 'et', 'd’habileté,', 'triompheront-ils', 'de', 'la', 'crise', 'avec', 'panache', '?']","['HanneloreHoger', 'SigiGraue', 'AlfredEdel', 'KlausSchwarzkopf', 'BerndHöltz', 'KurtJürgens']",['AlexanderKluge'],"Eddie, Dov, Yvan et les autres… Nos chaleureux amis ont migré du Sentier moribond à la banlieue florissante d’Aubervilliers… Là où les vieux entrepreneurs juifs ont laissé le terrain à de jeunes grossistes chinois courageux et dynamiques… La petite bande est toujours aussi soudée, solidaire que lors des épisodes précédents, et la vie suit son cours, au gré des petits évènements familiaux et des affaires. Dov semble toujours frivole, Eddie entreprenant, Yvan transi, Karine désinvolte, Sandra résolue, Chochana naïve, Serge irresponsable et mythomane. Quant à Patrick, il est amoureux et l’heureuse élue est loin d’être facile d’accès. Tout irait pour le mieux jusqu’à ce qu’un vent mauvais apporte son lot d’adversité compromettant sérieusement la cohésion du groupe. Succomberont-ils sous l’orage à la zizanie, ou bien, une fois de plus, à force d’entraide, de ruses et d’habileté, triompheront-ils de la crise avec panache ? Comedy HanneloreHoger SigiGraue AlfredEdel KlausSchwarzkopf BerndHöltz KurtJürgens AlexanderKluge"
